m_code,m_name,m_unit
098805011010,Amoxycillin Syrup 125 mg/5 ml 60 ml,ขวด
090410016,Cavumoxy 625,เม็ด
090410017,Dacin-f 300,เม็ด
090410018,Ranidine 150 mg,เม็ด
090410019,Alum milk 240 ml,ขวด
09003147,ORS เกลือแร่,ซอง
090399877,ขวดบรรจุภัณฑ์ (ยาน้ำ),ขวด
09013252,Blade สำหรับเปิด Convertible tube,ชุด
09013324,Opiband altra,กล่อง
090393007,Pace Epoxy Resin,อัน
090393008,Pace Epoxy Resin Hardener,อัน
09008188,Paracore,ชุด
09015196,ถาดวางสไลด์,อัน
0100120002,ขวดพลาสติก,ขวด
09003222,Marcain 0.5%,แอมพลู
090101367,Ethidium bromide solution,ขวด
090101027,Acetic acid,ขวด
09006230,หัว Composhape No.4400,ตัว
09006231,หัว Composhape No.5400,ตัว
09006232,หัว Composhape No.4201,ตัว
09006233,หัว Composhape No.5201,ตัว
09006229,Tray stand,อัน
09006235,Perforrted tray,อัน
090367039,"Closed Head Ring, Adult",ชิ้น
09006005,Ball bumisher,อัน
09006192,GC plier,ตัว
09012147,Mouth gag : ขนาดเล็ก,ตัว
09016045,ฟิล์ม DVB dryview Laser Imaging 20x25 cm.,กล่อง
09016046,ฟิล์ม DVB dryview Laser Imaging 25x30 cm.,กล่อง
09003133,Fluoride,ขวด
09014482,Diamond bur FG : D11,ตัว
09014483,Diamond bur FG : 50D9,ตัว
09014484,Diamond bur FG : 4274,ตัว
09014485,Diamond bur FG : 3274,ตัว
09014486,Diamond bur FG : 4255,ตัว
09014487,Diamond bur FG : 5255,ตัว
09014488,Diamond bur FG : 4035,ตัว
09014489,Diamond bur FG : 216N,ตัว
09008187,Unigrip,อัน
090399087,แก๊สไนโตรเจนท่อขนาดใหญ่,ท่อ
09008131,Edentulous Perforated Tray,คู่
09001102,Mixing Well,กล่อง
09015297,กระดาษสำหรับผสมวัสดุ (GI),ถุง
09006183,Adper 3 color Bruch tips,แพค/ห่อ
09014490,Soflex refill สีส้มอ่อน,ถุง
09014491,Soflex refill สีเหลือง,ถุง
090302001,สำลี,แพค/ห่อ
090304006,ผ้าก๊อสพับขนาด 3x3 นิ้ว(12 ply),อัน
09003003,Air -X,เม็ด
09003011,Antacil,เม็ด
09003026,CPM- chlorphenilamine 4 mg,เม็ด
09003061,Noraxcin 400 mg,เม็ด
09003152,Iodine,ขวด
09003218,ยานวดคลายกล้ามเนื้อ,หลอด
09004063,Transpore ขนาดเล็ก 1/2 นิ้ว x 10 หลา,ม้วน
09009040,ผ้าพันแผลชนิดแถบกาว 6 ซม. x 4.5 ม.,ม้วน
09003172,Dimenhydrinate,เม็ด
09006146,Straight elevator,ตัว
09009208,Feer,ตัว
09013203,Warmick jamer,ชุด
09014480,Carbide taper bur long shank 020 HP,ตัว
09014481,Carbide round bur long shank 020 HP,ตัว
090404097,Ranitidine injection,แอมพลู
09007018,Sillicone - Regular Type,ชุด
09006236,Intensive uniglors parte,หลอด
09006241,Modola (Tramdol),กล่อง
09014095,Diamond wheel,ตัว
09003022,Chloram eye ointment 5 g,หลอด
09015296,Glass micro combinatiocn,ชุด
09001115,วัสดุอุดฟัน Dentine shande,ชุด
09001117,Rely U100,ชุด
09001118,Rely Lvtting,ชุด
09008193,ผง Acrylic ortho clear,กระป๋อง
09008194,น้ำ Acrylic ortho pink,ขวด
09004059,Tincture Benzoids,ขวด
090302005,Applicator Neddles,แผง
090395007,แท่ง Cutta percha,กล่อง
09011108,Analog IA4,ตัว
09011109,Abutment Hex-Lock 4.5-6.5 mm./HLA4/6(4.5-5.5 mm),ตัว
09001106,หัวขัด Enhance Flame shape,ตัว
09014272,หัวขัด Imtensive (Perio set) ก้านสั้น,ชุด
09005086,Emla 5%,หลอด
09006242,Investment formula one,ถุง
09005089,หัวขัด Composite สีฟ้า,กล่อง
09005090,หัวขัด Composite สีเทา,กล่อง
09003140,Whitehead Vanish 500 ml,ขวด
09003141,"Cormy, s Solution 250 ml",ขวด
09005088,Margin finisher (P),ชิ้น
09003134,Teramycin ophthalmic 3.5,หลอด
090499021,แอมโมเนีย,ขวด
09014019,Carbide flame bur FG,ตัว
09014030,Carbide round bur.021 FG,ตัว
09012020,"Lefl lower ""D"" molar DLL6",ตัว
09005093,ถ้วยผสมวัสดุ ขนาดเล็ก,ถ้วย
09005094,ถ้วยผสมวัสดุ ขนาดใหญ่,ถ้วย
090399909,Bisolvon,ขวด
09005091,Robitussin,ขวด
09005092,M.carminative,ขวด
030601026,ข้อต่อพร้อมสายสปริง,ชุด
09006179,BP cuff,อัน
09001103,Solidex,ชุด
090101320,เรซิ่นใส,กิโลกรัม
09001045,Matrix hoder : Ivory,ตัว
09002136,Clamp #00,ตัว
09013002,ลวด Stainless steel hard wire 0.8,อัน
09013003,Stainless steel hard wire 0.9 mm,อัน
09006238,Carbide long shank,ตัว
090399903,k-flex file 25 mm No.45,กล่อง
090399904,k-flex file 25 mm No.50,กล่อง
90399090,k-flex file 25 mm No.55,กล่อง
090399906,k-flex file 25 mm No.60,กล่อง
090399907,k-flex file 25 mm No.70,กล่อง
090399908,k-flex file 25 mm No.80,กล่อง
09011189,Synocta post (temp) crow 9 mm.,ตัว
090399900,NC Temp Abut  Conical,ตัว
090399901,"Synocta IMP CAP,Scrwed, 10.1 mm.",ตัว
090399902,"NC Implant Analog,Length 12 mm.",ตัว
090333011,"NC Impress post , for open tray",ตัว
090399910,"NC Anato abut,ANG15, H 2mm.",ตัว
090399899,หัว Safe tip,ตัว
090399918,K-flex 21 mm.No. 50,กล่อง
090399919,K-flex 21 mm.No. 55,กล่อง
090399920,K-flex 21 mm.No. 60,กล่อง
09003078,Sinusaid,เม็ด
090401109,Predisolon,หลอด
090403215,Sialexin 500 mg,เม็ด
090403216,Baclofen 10 mg,เม็ด
090403217,Vilrem 1 g,กล่อง
09006102,ที่หนีบฟิล์ม X-ray ในช่องปาก (Snap- A ray),ตัว
09002276,Lentulo 25 mm. No. 30,กล่อง
09014281,Finishing Steel round. 009 (Latch),กล่อง
09014309,หัวยางขัดโลหะสีแดง,ชิ้น
09006248,Plier,อัน
09005097,internal Implant 3.5 x 12 mm.,ตัว
09002058,K-file 21 mm No.100,กล่อง
09002059,K-file 21 mm No.110,กล่อง
09002273,K-file 21 mm No.120,กล่อง
09002274,K-file 21 mm No.130,กล่อง
09002075,K-file 25 mm No.100,กล่อง
09002076,K-file 25 mm No.110,กล่อง
09002202,File : K-file 25 mm No.120,กล่อง
09002203,File : K-file 25 mm No.130,กล่อง
09002204,File : K-file 25 mm No.140,กล่อง
09002275,K-file 21 mm No.140,กล่อง
09006138,Hot plate,ชิ้น
09013179,Ligature cutters,ชิ้น
090393009,น้ำยาฉีดพ่นรอยพิมพ์ Germixtra,แกลลอน
09008039,Microfilm,ขวด
09006024,Forcep ใหญ่,อัน
090101495,Hydrion S/P Paper,แพค/ห่อ
09014061,Diamond round bur .023 FG,ตัว
09005095,Cylinder 048.070,ตัว
09005096,Analog 048.124,ตัว
09005098,Cylinder 048.095,ตัว
09011077,Impression transfer รหัส 048.013,ชิ้น
09011079,Implant analog 048.171,ชิ้น
09011080,Straight abutment รหัส 048.606,ชิ้น
09011193,"043.06535 Standard Plus 4.8.6.5 wn,12",ตัว
09012082,"right upper ""D"" molar DUR6",ตัว
09014492,ตลับเหล็กใส่หัวกรอ,อัน
09011134,Tenax fiber white post 1.1 mm.#TFW 11,แพค/ห่อ
09011135,Tenax fiber white post 1.3 mm.#TFW 13,แพค/ห่อ
090305038,Elastic Sleeve,ม้วน
09001023,Glass Ionomer LC for filling - ส่วนน้ำ ยี่ห้อ vitremer,ขวด
09011215,Nobel Replace groovy 5x13 mm.,ชิ้น
09008136,Acrylic resin ทำ Tray-Formatray-ทั้งชุด,ชุด
09005036,ปลายพูกัน (ขาว-ดำ)(200 อัน/ชุด),ชุด
030507002,สูบแบบท่อพัก,ชุด
09008195,หัวเจาะ Pin dex,อัน
090339031,IV.Catheter No.22,กล่อง
090339032,IV.Catheter No.24,กล่อง
090339033,IV.Catheter No.20,กล่อง
090404142,Voluvent 500 ml.,ขวด
09003114,Gelofusin,ขวด
09003179,Clindamycin 300 mg,ขวด
09001127,043.652S standard plus 4.8-6.5 mm.,ชิ้น
09011194,048.039 WN Healing cap # 3 mm.,ตัว
09001128,048.605  xynoc abut cemen crown+bridge 5.5,ชิ้น
09001129,024.2370 nc temp abut.d5 mm.h 12mm,ชิ้น
09001130,"024.4222 rc heal abut,conical 4.5x2",ชิ้น
09001131,"024.4224 rc heal abut,conical 4.5x4",ชิ้น
09001124,"025.4101 rc implant analog, length 12 mm.",ชิ้น
09001125,"025.4201 rc impress post,for closed tray",ชิ้น
09001132,"024.4244 rc healing abut, conical ,d6 b4",ชิ้น
09001134,022.4332 rc cement abut 6 mm. h 2mm.,ชิ้น
09001123,"021.4412 btimp 04.1 mm.re,sal 12",ชิ้น
09001135,"024.2244 nc heal abut, conical 4.8x3.5",ชิ้น
09001136,"025.2101 nc implant analog,length 12mm.",ชิ้น
09001137,025.2201 nc impress posL for closed tray,ชิ้น
09001133,022.4326 rc cement abut 5 mm.h 2 mm.,ชิ้น
09002208,Profile,กล่อง
09006154,Younger goold,ตัว
09009161,กรรไกรตัดชิ้นเนื้อ,อัน
09010046,Castrovicjo,ตัว
0100202034,ถุงพลาสติกหูหิ้ว 9*18 นิ้ว,แพค/ห่อ
09013151,แผ่นพลาสติกทำเฝือกสบฟัน ขนาด 5x5 นิ้ว ขนาด 0.040 แบบแข็ง,แผ่น
09008143,Die speacer,ขวด
090399859,K-file niti flex 21 mm. No.15-40,กล่อง
09006163,Syringe Impression,อัน
09013322,Band tripple buccal tube (TBT),ตัว
09008083,วัสดุบันทึการสบฟัน ยี่ห้อ Occlufast,ชุด
09004102,Racestyptine Hacmostatic Solution Agent (สารห้ามเลือดชนิดไม่มี Adrendline),ขวด
09012005,Left central crown LC2,ตัว
09012013,Left lateral crown LL4,ตัว
09012014,Left lateral crown LL5,ตัว
09012060,Right lateral crown RL1,ตัว
09012048,Prirnary cuspid stainlees crown : Maxillary CU1,ตัว
09012050,Prirmary cuspid stainless crown : Maxillary CU3,ตัว
09012138,Stainless steel band : Mandibular NL32.5,ตัว
09012104,Stainless steel band : Mandibular NL36.5,ตัว
09012106,Stainless steel band : Mandibular NL37.5,ตัว
09012115,Stainless steel band : Maxillary NU34,ตัว
09002280,K-file 31 mm. No.15,กล่อง
09002281,K-file 31 mm. No.20,กล่อง
09002282,K-file 31 mm. No.25,กล่อง
09002283,K-file 31 mm. No.30,กล่อง
09002284,K-file 31 mm. No.35,กล่อง
09002285,K-file 31 mm. No.40,กล่อง
09002286,K-file 31 mm. No.45,กล่อง
09002287,K-file 31 mm. No.50,กล่อง
09002288,K-file 31 mm. No.55,กล่อง
09002289,K-file 31 mm. No.60,กล่อง
09002290,K-file 31 mm. No.70,กล่อง
09002291,K-file 31 mm. No.80,กล่อง
09014494,Micromotor 90/LAB,ชุด
09014495,Micromotor 90/E-type,ชุด
090395008,Tape Test สำหรับอบแก๊ส,ม้วน
090403080,Paracetamol syrup,ขวด
09003223,Alerest,เม็ด
090399544,"Tooth forcef 5""",ชิ้น
09009065,Rongcurs forceps,ตัว
09001120,K-flex 21 mm. No.8,กล่อง
09001121,K-flex 21 mm. No.10,กล่อง
09001122,K-flex 21 mm. No.15,กล่อง
09002205,Ketac silver,กล่อง
09014262,แผ่นกระดาษทรายกลมชนิดหยาบ (Discomat disc),แผ่น
09006145,คีมสำหรับตัดปูน,ตัว
09003120,Chlorhexidine mouth wash & Sodium fluoride,ขวด
09005054,แปรงสีฟันกระจุกเดียว,ด้าม
09005056,แปรงซอกฟัน,กล่อง
09008191,Cerec Optispray,กระป๋อง
09008192,Dentatect,กระป๋อง
09006174,Bone chisels (shisels),อัน
09006114,Perossteal Retractor Seltion,ตัว
09009160,"Tissue Forceps (แบบมีเขี้ยว 6"")",อัน
09008153,Partial Tray,อัน
09007035,Crown Gauge,อัน
09006249,อุปกรณ์จ่ายสารละลายชนิดปรับปริมาณได้,ชุด
09008142,Die hardenner,ขวด
09003224,Chlorhexidine 0.12% 240 ml.,ขวด
09003225,Chlorhexidine 0.12% 1000 ml.,ขวด
09014036,Diamond bur .018 รูปรักบี้,ตัว
090315001,หูฟังตรวจโรค Stethoscope,อัน
09013340,Plasatic teeth,ชุด
09013341,Metal teeth,ชุด
09006313,อุปกรณ์สำหรับถอดเข็มฉีดยา,อัน
09013336,Nance Loop Pliers by Omega,ตัว
09013337,Omega Loop Forming Plieres-Tweed Style by Masterline,ตัว
09013338,Band Slitting Instrument by Masterline,ตัว
09013339,Rose Torquing Plieres by Masterline,ตัว
090214080,ชุดผลิตภัณฑ์ตรวจจับคราบเลือดตกค้าง,กล่อง
090214081,Bowic-cisk test pack,แพค
090214082,Stearn sterilization integralor,กล่อง
09006310,XCP Bitewing,ตัว
09013334,Diastemal Closer Kit,ชุด
09013335,Lip Burnper kit,ชุด
09006311,Short twist Uigature fle,แพค
09015264,Ernbedding cassette with,แพค
09015064,Xylene (4L.),ขวด
09015132,Paraplast plus 1 kg.,ถุง
09006250,Prolene 4/0,กล่อง
09006251,Prolene 6/0,กล่อง
09006253,Clinpro white vanish,แพค
09006254,Ionosit bass/line,แพค
09011170,Standard plus implant ขนาด 4.8x12 mm.,ตัว
09011205,021.6140  BL.IMP.048 mm. AC.SLA101,ชิ้น
09003227,Siadexin 500 gm.,เม็ด
09003229,Cavumoxy 625 mg,เม็ด
09003232,Clonazepan 2 mg.,เม็ด
09003231,Clonazeparn 0.5 mg.,เม็ด
09003230,Nortriptyline 10 mg.,กล่อง
09003228,Baclofen 10 mg.,เม็ด
09016047,X-DR HT Screw 1.5x7,ชิ้น
09016048,X-DR HT Screw 1.5x9,ชิ้น
09016049,X-DR HT Screw 1.5x11,ชิ้น
09009209,Blade 1.5 mm,ชิ้น
09008196,Drill 1.5x50 mm.,ชิ้น
09004062,Transpore ขนาดเล็ก 1 นิ้ว x 10 หลา,ม้วน
090337001,"Needle disposable size 18Gx1.5""",อัน
09003024,Cluxocillin 500 mg.,เม็ด
09003235,Sialexin 125,ขวด
09003234,Dexanethasone,เม็ด
09001142,024.4370 RC Temporay Abutment,ตัว
09001143,022.4104 RC Anatonic Abutment,ตัว
09004037,Local anesthesia:spray,ขวด
09013191,Template Cephlometic protractor tracing,อัน
09009077,Forcep # F151,ตัว
09011044,"Implant fixture 4.3x13 mm. Taper TiUnite,RP 1.5 mm. Collar",ตัว
09012077,"Right lower ""E"" molar ELR7",ตัว
09012070,"Right lower ""D"" molar DLR6",ตัว
09006234,Bass wire,กล่อง
09012087,"Right upper ""E"" molar EUR5",ตัว
09006103,ที่หนีบฟิล์มเดี่ยว Film Hanger (Single Film),อัน
